customer_id;first_name;last_name;street;city;state;zip_code;order_id;order_date;order_status;required_date;shipped_date;staff_id;item_id;list_price;quantity;discount;product_id;product_name;total_before_disc;total_after_disc
319;Justin;Newton;"93 Shore Rd. ";"Apple Valley";CA;92307;285;2016-06-25;4;2016-06-26;2016-06-27;2;3;749.99;1;0.10;2;"Ritchey Timberwolf Frameset - 2016";749.99;674.9910
133;Delbert;Wilkins;"420 Greenview St. ";Coram;NY;11727;287;2016-06-25;4;2016-06-26;2016-06-27;6;3;749.99;1;0.05;2;"Ritchey Timberwolf Frameset - 2016";749.99;712.4905
202;Marni;Bolton;"7469 Plymouth Ave. ";Lancaster;NY;14086;290;2016-06-28;4;2016-06-29;2016-06-30;6;1;749.99;2;0.07;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1394.9814
1375;Carlena;Salinas;"1 Wagon Street ";Jamaica;NY;11432;302;2016-07-06;4;2016-07-07;2016-07-09;6;3;749.99;2;0.20;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1199.9840
670;Shawnda;Glover;"138 Belmont Ave. ";Liverpool;NY;13090;316;2016-07-17;4;2016-07-20;2016-07-19;7;1;749.99;2;0.20;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1199.9840
1428;Carola;Johns;"7077 Fordham Rd. ";"Santa Cruz";CA;95060;320;2016-07-19;4;2016-07-20;2016-07-21;2;1;749.99;1;0.10;2;"Ritchey Timberwolf Frameset - 2016";749.99;674.9910
480;Garland;Weaver;"7161 Goldfield Court ";Amsterdam;NY;12010;324;2016-07-20;4;2016-07-22;2016-07-23;6;1;749.99;2;0.10;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1349.9820
1193;Phebe;Soto;"9239 Leatherwood Rd. ";"South Ozone Park";NY;11420;335;2016-07-25;4;2016-07-27;2016-07-26;6;2;749.99;2;0.10;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1349.9820
1387;Phylicia;Stout;"8842 Littleton Lane ";Canandaigua;NY;14424;353;2016-08-03;4;2016-08-06;2016-08-06;7;1;749.99;2;0.20;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1199.9840
187;Hedwig;Paul;"422 Manor Ave. ";"Apple Valley";CA;92307;362;2016-08-09;4;2016-08-11;2016-08-11;2;1;749.99;1;0.07;2;"Ritchey Timberwolf Frameset - 2016";749.99;697.4907
536;Christiane;Bradford;"9043 Woodland Ave. ";"Orchard Park";NY;14127;375;2016-08-17;4;2016-08-20;2016-08-20;7;2;749.99;2;0.05;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1424.9810
825;Kristel;Byrd;"9967 Piper Street ";Hicksville;NY;11801;376;2016-08-17;4;2016-08-19;2016-08-18;6;1;749.99;2;0.07;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1394.9814
1080;Mirella;Duffy;"43 University Ave. ";Longview;TX;75604;388;2016-08-21;4;2016-08-24;2016-08-23;8;3;749.99;1;0.07;2;"Ritchey Timberwolf Frameset - 2016";749.99;697.4907
53;Saturnina;Garner;"8538 Fairground St. ";Glendora;CA;91740;389;2016-08-22;4;2016-08-24;2016-08-25;3;1;749.99;1;0.07;2;"Ritchey Timberwolf Frameset - 2016";749.99;697.4907
1071;Shemeka;Lyons;"97 South Jockey Hollow St. ";Pomona;CA;91768;408;2016-09-01;4;2016-09-02;2016-09-02;2;3;749.99;2;0.07;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1394.9814
261;Ferne;Kline;"303 Shady St. ";Fullerton;CA;92831;411;2016-09-02;4;2016-09-04;2016-09-04;3;1;749.99;1;0.07;2;"Ritchey Timberwolf Frameset - 2016";749.99;697.4907
1397;Dewayne;Herring;"9015 Willow Lane ";Webster;NY;14580;423;2016-09-06;4;2016-09-09;2016-09-09;7;4;749.99;1;0.20;2;"Ritchey Timberwolf Frameset - 2016";749.99;599.9920
153;Laraine;Robbins;"8214 E. Pin Oak Lane ";"San Angelo";TX;76901;429;2016-09-10;4;2016-09-12;2016-09-12;8;5;749.99;1;0.10;2;"Ritchey Timberwolf Frameset - 2016";749.99;674.9910
492;Justa;Thompson;"43 Manor Ave. ";Corona;NY;11368;449;2016-09-21;4;2016-09-24;2016-09-22;7;2;749.99;1;0.05;2;"Ritchey Timberwolf Frameset - 2016";749.99;712.4905
1349;Kami;Rios;"8400 8th Dr. ";Encino;CA;91316;457;2016-09-24;4;2016-09-27;2016-09-27;3;2;749.99;1;0.05;2;"Ritchey Timberwolf Frameset - 2016";749.99;712.4905
197;Andy;O'neill;"9544 Mulberry Drive ";"Rego Park";NY;11374;458;2016-09-25;4;2016-09-28;2016-09-26;6;1;749.99;1;0.20;2;"Ritchey Timberwolf Frameset - 2016";749.99;599.9920
1381;Mercedez;Brooks;"7483 Ann St. ";Duarte;CA;91010;504;2016-10-14;4;2016-10-15;2016-10-15;2;2;749.99;2;0.05;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1424.9810
1359;Octavia;Donaldson;"8095 Wayne Ave. ";Levittown;NY;11756;508;2016-10-15;4;2016-10-18;2016-10-18;6;2;749.99;2;0.05;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1424.9810
569;Lucas;Estes;"99 Old Church St. ";"Santa Monica";CA;90403;524;2016-10-25;4;2016-10-26;2016-10-27;2;2;749.99;1;0.05;2;"Ritchey Timberwolf Frameset - 2016";749.99;712.4905
773;Yolando;Wade;"310 Wilson Ave. ";Massapequa;NY;11758;530;2016-10-28;4;2016-10-31;2016-10-31;6;1;749.99;2;0.05;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1424.9810
1406;Farrah;Orr;"8711 W. Ashley St. ";"New Hyde Park";NY;11040;534;2016-10-29;4;2016-10-30;2016-10-31;7;3;749.99;1;0.07;2;"Ritchey Timberwolf Frameset - 2016";749.99;697.4907
759;Cira;Downs;"672 Sussex Ave. ";Oakland;CA;94603;536;2016-10-31;4;2016-11-02;2016-11-01;3;2;749.99;1;0.10;2;"Ritchey Timberwolf Frameset - 2016";749.99;674.9910
341;Delana;Scott;"7372 Ridgeview St. ";"Mount Vernon";NY;10550;538;2016-11-02;4;2016-11-05;2016-11-05;6;1;749.99;2;0.20;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1199.9840
1282;Alexis;Mack;"7767 Sutor Ave. ";"New City";NY;10956;552;2016-11-12;4;2016-11-15;2016-11-13;7;2;749.99;1;0.20;2;"Ritchey Timberwolf Frameset - 2016";749.99;599.9920
423;Johna;Powers;"379 Central Ave. ";"Deer Park";NY;11729;573;2016-11-24;4;2016-11-26;2016-11-27;6;1;749.99;1;0.20;2;"Ritchey Timberwolf Frameset - 2016";749.99;599.9920
990;Casimira;Chapman;"67 Snake Hill St. ";Monroe;NY;10950;590;2016-12-06;4;2016-12-09;2016-12-07;7;1;749.99;2;0.10;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1349.9820
1211;Brenton;Whitaker;"25 Elmwood Rd. ";"Niagara Falls";NY;14304;591;2016-12-06;4;2016-12-09;2016-12-09;7;3;749.99;2;0.10;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1349.9820
1249;Barbra;Dickerson;"8424 E. Rockcrest Dr. ";Ridgecrest;CA;93555;653;2017-01-14;4;2017-01-17;2017-01-15;2;3;749.99;2;0.10;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1349.9820
741;Laci;Castro;"130 Birchpond Street ";"Saint Albans";NY;11412;683;2017-01-29;4;2017-01-31;2017-02-01;6;1;749.99;2;0.10;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1349.9820
496;Shu;Mays;"996 St Margarets Lane ";Astoria;NY;11102;777;2017-03-13;4;2017-03-16;2017-03-16;6;3;749.99;1;0.20;2;"Ritchey Timberwolf Frameset - 2016";749.99;599.9920
479;Gertha;Mejia;"518 Orchard St. ";Flushing;NY;11354;792;2017-03-22;4;2017-03-23;2017-03-24;6;5;749.99;1;0.20;2;"Ritchey Timberwolf Frameset - 2016";749.99;599.9920
940;Marina;Hinton;"7440 North Oxford St. ";Encino;CA;91316;835;2017-04-13;4;2017-04-15;2017-04-14;2;3;749.99;1;0.05;2;"Ritchey Timberwolf Frameset - 2016";749.99;712.4905
214;Ross;Pugh;"8598 Saxon St. ";"North Tonawanda";NY;14120;879;2017-05-08;4;2017-05-09;2017-05-09;7;2;749.99;2;0.07;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1394.9814
519;Rudolf;Gilliam;"17 Marlborough Circle ";"Palos Verdes Peninsula";CA;90274;912;2017-05-27;4;2017-05-29;2017-05-29;2;4;749.99;2;0.20;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1199.9840
215;Judith;Finley;"474 West Bank Road ";Whitestone;NY;11357;915;2017-05-28;4;2017-05-30;2017-05-30;6;4;749.99;1;0.07;2;"Ritchey Timberwolf Frameset - 2016";749.99;697.4907
1345;Arie;Hunter;"66 Old State Rd. ";Flushing;NY;11354;1008;2017-07-16;4;2017-07-18;2017-07-18;6;2;749.99;1;0.10;2;"Ritchey Timberwolf Frameset - 2016";749.99;674.9910
40;Ronna;Butler;"9438 Plymouth Court ";Encino;CA;91316;1092;2017-08-25;4;2017-08-28;2017-08-27;2;3;749.99;2;0.10;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1349.9820
275;Pinkie;Kirkland;"18 Myers St. ";"San Angelo";TX;76901;1124;2017-09-13;4;2017-09-14;2017-09-16;9;5;749.99;2;0.05;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1424.9810
231;Jenee;Rasmussen;"19 George Lane ";Sacramento;CA;95820;1296;2017-12-14;4;2017-12-17;2017-12-15;3;4;749.99;2;0.10;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1349.9820
1037;Ashanti;Hammond;"9202 W. Lyme Ave. ";Nanuet;NY;10954;1345;2018-01-14;4;2018-01-15;2018-01-15;6;4;749.99;2;0.20;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1199.9840
983;Marguerite;Berger;"875 Arch Lane ";Fullerton;CA;92831;1378;2018-02-02;4;2018-02-05;2018-02-04;2;3;749.99;2;0.20;2;"Ritchey Timberwolf Frameset - 2016";1499.98;1199.9840
120;Luz;House;"491 Railroad Street ";Fresno;CA;93706;1499;2018-04-06;2;2018-04-06;NULL;2;4;749.99;1;0.05;2;"Ritchey Timberwolf Frameset - 2016";749.99;712.4905
523;Joshua;Robertson;"81 Campfire Court ";Patchogue;NY;11772;3;2016-01-02;4;2016-01-05;2016-01-03;7;1;999.99;1;0.05;3;"Surly Wednesday Frameset - 2016";999.99;949.9905
94;Sharyn;Hopkins;"4 South Temple Ave. ";Baldwinsville;NY;13027;6;2016-01-04;4;2016-01-07;2016-01-05;6;4;999.99;2;0.07;3;"Surly Wednesday Frameset - 2016";1999.98;1859.9814
324;Laureen;Paul;"617 Squaw Creek Rd. ";Bellmore;NY;11710;7;2016-01-04;4;2016-01-07;2016-01-05;6;2;999.99;1;0.10;3;"Surly Wednesday Frameset - 2016";999.99;899.9910
636;Ashton;Lott;"609 Windfall Lane ";"Floral Park";NY;11001;24;2016-01-18;4;2016-01-20;2016-01-19;7;1;999.99;2;0.10;3;"Surly Wednesday Frameset - 2016";1999.98;1799.9820
1321;Shantel;Gregory;"7722 Second Lane ";"West Islip";NY;11795;36;2016-01-23;4;2016-01-24;2016-01-24;6;3;999.99;2;0.20;3;"Surly Wednesday Frameset - 2016";1999.98;1599.9840
1296;Travis;Whitley;"60 Euclid Ave. ";"Saint Albans";NY;11412;39;2016-01-25;4;2016-01-26;2016-01-26;7;3;999.99;2;0.05;3;"Surly Wednesday Frameset - 2016";1999.98;1899.9810
872;Silas;Tate;"9754 53rd Court ";"Corpus Christi";TX;78418;50;2016-01-31;4;2016-02-03;2016-02-02;8;1;999.99;1;0.05;3;"Surly Wednesday Frameset - 2016";999.99;949.9905
535;Inge;Olsen;"295 Iroquois Rd. ";"Long Beach";NY;11561;54;2016-02-04;4;2016-02-07;2016-02-07;7;2;999.99;1;0.20;3;"Surly Wednesday Frameset - 2016";999.99;799.9920
1075;Dann;Huff;"475 S. Rockville St. ";"Huntington Station";NY;11746;63;2016-02-07;4;2016-02-09;2016-02-09;7;3;999.99;1;0.10;3;"Surly Wednesday Frameset - 2016";999.99;899.9910
50;Cleotilde;Booth;"17 Corona St. ";"Sugar Land";TX;77478;70;2016-02-11;3;2016-02-11;NULL;9;1;999.99;2;0.05;3;"Surly Wednesday Frameset - 2016";1999.98;1899.9810
612;Gabriel;Wagner;"7921 Manhattan Ave. ";"Ballston Spa";NY;12020;73;2016-02-12;4;2016-02-15;2016-02-14;7;3;999.99;2;0.07;3;"Surly Wednesday Frameset - 2016";1999.98;1859.9814
587;Euna;Lopez;"7979 South Mountainview Ave. ";Carmel;NY;10512;75;2016-02-14;4;2016-02-15;2016-02-17;6;1;999.99;1;0.10;3;"Surly Wednesday Frameset - 2016";999.99;899.9910
393;Gertrude;Terry;"34 Airport Dr. ";Upland;CA;91784;83;2016-02-19;4;2016-02-20;2016-02-20;3;2;999.99;2;0.05;3;"Surly Wednesday Frameset - 2016";1999.98;1899.9810
414;Romaine;Haley;"737 Edgefield Drive ";Ithaca;NY;14850;90;2016-02-23;4;2016-02-25;2016-02-24;7;1;999.99;1;0.10;3;"Surly Wednesday Frameset - 2016";999.99;899.9910
991;Brigida;Larson;"8789 Sycamore Lane ";"Canyon Country";CA;91387;103;2016-03-03;4;2016-03-06;2016-03-05;2;2;999.99;1;0.05;3;"Surly Wednesday Frameset - 2016";999.99;949.9905
306;Vikki;Erickson;"24 Jones Street ";Kingston;NY;12401;105;2016-03-03;4;2016-03-05;2016-03-04;7;2;999.99;1;0.05;3;"Surly Wednesday Frameset - 2016";999.99;949.9905
577;Danille;Mcfarland;"14 Tailwater St. ";Rocklin;CA;95677;118;2016-03-12;4;2016-03-14;2016-03-13;2;4;999.99;2;0.10;3;"Surly Wednesday Frameset - 2016";1999.98;1799.9820
86;Lissa;Vargas;"517 Victoria Ave. ";Oswego;NY;13126;128;2016-03-18;4;2016-03-20;2016-03-21;6;4;999.99;2;0.20;3;"Surly Wednesday Frameset - 2016";1999.98;1599.9840
1192;Gena;Owens;"43 Buckingham St. ";Desoto;TX;75115;136;2016-03-21;4;2016-03-24;2016-03-23;8;2;999.99;2;0.05;3;"Surly Wednesday Frameset - 2016";1999.98;1899.9810
710;Ezra;Silva;"8629 Catherine Rd. ";"New Windsor";NY;12553;139;2016-03-23;4;2016-03-24;2016-03-26;7;2;999.99;1;0.07;3;"Surly Wednesday Frameset - 2016";999.99;929.9907
1264;Devin;Velazquez;"61 Redwood St. ";Brentwood;NY;11717;140;2016-03-23;4;2016-03-26;2016-03-26;7;4;999.99;1;0.05;3;"Surly Wednesday Frameset - 2016";999.99;949.9905
288;Keturah;Massey;"189 Arnold Drive ";Banning;CA;92220;146;2016-03-28;4;2016-03-30;2016-03-30;3;1;999.99;2;0.20;3;"Surly Wednesday Frameset - 2016";1999.98;1599.9840
332;Reena;Higgins;"900 South Columbia Street ";"Canyon Country";CA;91387;150;2016-03-29;4;2016-03-31;2016-04-01;2;2;999.99;1;0.20;3;"Surly Wednesday Frameset - 2016";999.99;799.9920
31;Williemae;Holloway;"69 Cypress St. ";Oakland;CA;94603;162;2016-04-06;4;2016-04-08;2016-04-07;3;3;999.99;2;0.10;3;"Surly Wednesday Frameset - 2016";1999.98;1799.9820
756;Graig;Roth;"7516 Wrangler Street ";"West Babylon";NY;11704;178;2016-04-16;4;2016-04-17;2016-04-18;6;3;999.99;1;0.10;3;"Surly Wednesday Frameset - 2016";999.99;899.9910
98;Violet;Valenzuela;"8668 Piper Street ";Plattsburgh;NY;12901;190;2016-04-23;4;2016-04-25;2016-04-25;6;3;999.99;2;0.20;3;"Surly Wednesday Frameset - 2016";1999.98;1599.9840
919;Ruthanne;Hoover;"835 Paris Hill Road ";Torrance;CA;90505;191;2016-04-27;4;2016-04-28;2016-04-28;2;3;999.99;1;0.07;3;"Surly Wednesday Frameset - 2016";999.99;929.9907
1247;Tammie;Cherry;"791 Wakehurst Dr. ";Massapequa;NY;11758;196;2016-04-28;4;2016-04-30;2016-05-01;6;2;999.99;2;0.07;3;"Surly Wednesday Frameset - 2016";1999.98;1859.9814
1102;Henrietta;Wagner;"54 Brickyard St. ";"Fort Worth";TX;76110;203;2016-05-03;4;2016-05-05;2016-05-06;9;2;999.99;2;0.10;3;"Surly Wednesday Frameset - 2016";1999.98;1799.9820
815;Leanna;Manning;"39 E. Stillwater Ave. ";Hicksville;NY;11801;208;2016-05-06;4;2016-05-07;2016-05-09;7;3;999.99;1;0.05;3;"Surly Wednesday Frameset - 2016";999.99;949.9905
1358;Noble;Glover;"728 W. Rocky River Street ";"Orchard Park";NY;14127;220;2016-05-12;4;2016-05-14;2016-05-15;6;4;999.99;2;0.20;3;"Surly Wednesday Frameset - 2016";1999.98;1599.9840
489;Kirstie;Vazquez;"8006 Rockland Ave. ";"Saratoga Springs";NY;12866;227;2016-05-17;4;2016-05-18;2016-05-20;7;1;999.99;2;0.05;3;"Surly Wednesday Frameset - 2016";1999.98;1899.9810
206;Stephaine;Riddle;"199 Vermont Court ";Brooklyn;NY;11201;236;2016-05-25;4;2016-05-27;2016-05-26;6;1;999.99;2;0.07;3;"Surly Wednesday Frameset - 2016";1999.98;1859.9814
1168;Almeta;Benjamin;"8456 Oakwood St. ";Sunnyside;NY;11104;242;2016-05-27;4;2016-05-30;2016-05-30;7;1;999.99;1;0.20;3;"Surly Wednesday Frameset - 2016";999.99;799.9920
928;Joann;Barber;"8945 Courtland Street ";"Santa Monica";CA;90403;247;2016-05-30;4;2016-06-01;2016-06-01;3;2;999.99;1;0.20;3;"Surly Wednesday Frameset - 2016";999.99;799.9920
510;Faustino;Delacruz;"88 West Greenview Street ";"South Richmond Hill";NY;11419;254;2016-06-03;4;2016-06-06;2016-06-05;7;2;999.99;1;0.05;3;"Surly Wednesday Frameset - 2016";999.99;949.9905
1322;Ai;Forbes;"254 Central St. ";"Franklin Square";NY;11010;263;2016-06-09;4;2016-06-10;2016-06-12;6;2;999.99;1;0.20;3;"Surly Wednesday Frameset - 2016";999.99;799.9920
5;Charolette;Rice;"107 River Dr. ";Sacramento;CA;95820;264;2016-06-10;3;2016-06-10;NULL;3;4;999.99;2;0.07;3;"Surly Wednesday Frameset - 2016";1999.98;1859.9814
764;Terrell;Mathis;"9320 Center Ave. ";Selden;NY;11784;269;2016-06-12;4;2016-06-13;2016-06-15;6;4;999.99;1;0.05;3;"Surly Wednesday Frameset - 2016";999.99;949.9905
1227;Magali;Dixon;"815 Del Monte Court ";Troy;NY;12180;276;2016-06-18;4;2016-06-19;2016-06-19;6;1;999.99;2;0.20;3;"Surly Wednesday Frameset - 2016";1999.98;1599.9840
159;Regina;Burns;"713 Buckingham St. ";Garland;TX;75043;282;2016-06-22;4;2016-06-25;2016-06-25;9;3;999.99;2;0.05;3;"Surly Wednesday Frameset - 2016";1999.98;1899.9810
705;Camille;Harvey;"859 Beaver Ridge Ave. ";Huntington;NY;11743;305;2016-07-07;4;2016-07-08;2016-07-08;7;3;999.99;2;0.20;3;"Surly Wednesday Frameset - 2016";1999.98;1599.9840
211;Gilma;Dejesus;"777 Thompson Ave. ";Scarsdale;NY;10583;309;2016-07-11;4;2016-07-13;2016-07-13;6;1;999.99;1;0.05;3;"Surly Wednesday Frameset - 2016";999.99;949.9905
779;Major;Merrill;"78 Thatcher Court ";Astoria;NY;11102;333;2016-07-25;4;2016-07-27;2016-07-26;6;3;999.99;1;0.20;3;"Surly Wednesday Frameset - 2016";999.99;799.9920
1112;Hollis;Rasmussen;"8949 S. Gates Road ";Massapequa;NY;11758;334;2016-07-25;4;2016-07-28;2016-07-27;7;3;999.99;2;0.05;3;"Surly Wednesday Frameset - 2016";1999.98;1899.9810
31;Williemae;Holloway;"69 Cypress St. ";Oakland;CA;94603;350;2016-08-03;3;2016-08-03;NULL;3;3;999.99;1;0.07;3;"Surly Wednesday Frameset - 2016";999.99;929.9907
1362;Christiana;Gross;"645 North Richardson Road ";"Orchard Park";NY;14127;386;2016-08-20;4;2016-08-23;2016-08-23;6;2;999.99;2;0.05;3;"Surly Wednesday Frameset - 2016";1999.98;1899.9810
176;Carley;Reynolds;"2 Snake Hill Drive ";"South El Monte";CA;91733;392;2016-08-23;4;2016-08-26;2016-08-24;3;2;999.99;2;0.05;3;"Surly Wednesday Frameset - 2016";1999.98;1899.9810
1295;Alline;Beasley;"8704 NE. Olive Ave. ";"North Tonawanda";NY;14120;400;2016-08-29;4;2016-08-30;2016-08-31;6;3;999.99;2;0.20;3;"Surly Wednesday Frameset - 2016";1999.98;1599.9840
603;Genevieve;Juarez;"93 Goldfield Drive ";"New Hyde Park";NY;11040;405;2016-08-31;4;2016-09-01;2016-09-01;6;1;999.99;2;0.20;3;"Surly Wednesday Frameset - 2016";1999.98;1599.9840
